id,doi,title,publication_year,abstract
https://openalex.org/W2740721704,https://doi.org/10.18653/v1/p17-1052,Deep Pyramid Convolutional Neural Networks for Text Categorization,2017,"This paper proposes a low-complexity word-level deep convolutional neural network (CNN) architecture for text categorization that can efficiently represent long-range associations in text. In the literature, several and complex networks have been proposed this task, assuming availability of relatively large amounts training data. However, associated computational complexity increases as go deeper, which poses serious challenges practical applications. Moreover, it was shown recently shallow CNNs are more accurate much faster than state-of-the-art very nets such character-level even setting Motivated by these findings, we carefully studied deepening to capture global representations text, found simple with best accuracy be obtained increasing depth without cost much. We call pyramid CNN. The model 15 weight layers outperforms previous models on six benchmark datasets sentiment classification topic categorization."
https://openalex.org/W2963191264,https://doi.org/10.1109/cvpr.2016.499,Where to Look: Focus Regions for Visual Question Answering,2016,"We present a method that learns to answer visual questions by selecting image regions relevant the text-based query. Our maps textual queries and features from various into shared space where they are compared for relevance with an inner product. exhibits significant improvements in answering such as what color, it is necessary evaluate specific location, room, selectively identifies informative regions. model tested on recently released VQA [1] dataset, which free-form human-annotated answers."
https://openalex.org/W2339589954,https://doi.org/10.1109/cvpr.2016.451,Multi-oriented Text Detection with Fully Convolutional Networks,2016,"In this paper, we propose a novel approach for text detec- tion in natural images. Both local and global cues are taken into account localizing lines coarse-to-fine pro- cedure. First, Fully Convolutional Network (FCN) model is trained to predict the salient map of regions holistic manner. Then, line hypotheses estimated by combining character components. Fi- nally, another FCN classifier used centroid each character, order remove false hypotheses. The framework general handling multiple ori- entations, languages fonts. proposed method con- sistently achieves state-of-the-art performance on three detection benchmarks: MSRA-TD500, ICDAR2015 ICDAR2013."
https://openalex.org/W2799007037,https://doi.org/10.18653/v1/p18-1079,Semantically Equivalent Adversarial Rules for Debugging NLP models,2018,"Complex machine learning models for NLP are often brittle, making different predictions input instances that extremely similar semantically. To automatically detect this behavior individual instances, we present semantically equivalent adversaries (SEAs) – semantic-preserving perturbations induce changes in the model’s predictions. We generalize these into adversarial rules (SEARs) simple, universal replacement on many instances. demonstrate usefulness and flexibility of SEAs SEARs by detecting bugs black-box state-of-the-art three domains: comprehension, visual question-answering, sentiment analysis. Via user studies, generate high-quality local more than humans, four times as mistakes discovered human experts. also actionable: retraining using data augmentation significantly reduces bugs, while maintaining accuracy."
https://openalex.org/W2962809918,https://doi.org/10.18653/v1/p16-1223,A Thorough Examination of the CNN/Daily Mail Reading Comprehension Task,2016,"Enabling a computer to understand document so that it can answer comprehension questions is central, yet unsolved goal of NLP. A key factor impeding its solution by machine learned systems the limited availability human-annotated data. Hermann et al. (2015) seek solve this problem creating over million training examples pairing CNN and Daily Mail news articles with their summarized bullet points, show neural network then be trained give good performance on task. In paper, we conduct thorough examination new reading Our primary aim what depth language understanding required do well We approach from one side doing careful hand-analysis small subset problems other showing simple, carefully designed obtain accuracies 73.6% 76.6% these two datasets, exceeding current state-of-the-art results 7-10% approaching believe ceiling for"
https://openalex.org/W2410983263,https://doi.org/10.48550/arxiv.1606.01541,Deep Reinforcement Learning for Dialogue Generation,2016,"Recent neural models of dialogue generation offer great promise for generating responses conversational agents, but tend to be shortsighted, predicting utterances one at a time while ignoring their influence on future outcomes. Modeling the direction is crucial coherent, interesting dialogues, need which led traditional NLP draw reinforcement learning. In this paper, we show how integrate these goals, applying deep learning model reward in chatbot dialogue. The simulates dialogues between two virtual using policy gradient methods sequences that display three useful properties: informativity (non-repetitive turns), coherence, and ease answering (related forward-looking function). We evaluate our diversity, length as well with human judges, showing proposed algorithm generates more interactive manages foster sustained conversation simulation. This work marks first step towards based long-term success dialogues."
https://openalex.org/W2963653811,https://doi.org/10.18653/v1/d17-1209,Graph Convolutional Encoders for Syntax-aware Neural Machine Translation,2017,"We present a simple and effective approach to incorporating syntactic structure into neural attention-based encoder-decoder models for machine translation. rely on graph-convolutional networks (GCNs), recent class of developed modeling graph-structured data. Our GCNs use predicted dependency trees source sentences produce representations words (i.e. hidden states the encoder) that are sensitive their neighborhoods. take word as input output, so they can easily be incorporated layers standard encoders (e.g., top bidirectional RNNs or convolutional networks). evaluate effectiveness with English-German English-Czech translation experiments different types observe substantial improvements over syntax-agnostic versions in all considered setups."
https://openalex.org/W2251622960,https://doi.org/10.3115/v1/w15-1506,Relation Extraction: Perspective from Convolutional Neural Networks,2015,"Up to now, relation extraction systems have made extensive use of features generated by linguistic analysis modules. Errors in these lead errors detection and classification. In this work, we depart from traditional approaches with complicated feature engineering introducing a convolutional neural network for that automatically learns sentences minimizes the dependence on external toolkits resources. Our model takes advantages multiple window sizes filters pre-trained word embeddings as an initializer non-static architecture improve performance. We emphasize problem unbalanced corpus. The experimental results show our system significantly outperforms not only best baseline but also state-of-the-art"
https://openalex.org/W2963667126,https://doi.org/10.18653/v1/n18-1169,"Delete, Retrieve, Generate: a Simple Approach to Sentiment and Style Transfer",2018,"We consider the task of text attribute transfer: transforming a sentence to alter specific (e.g., sentiment) while preserving its attribute-independent content changing ""screen is just right size"" too small""). Our training data includes only sentences labeled with their positive or negative), but not pairs that differ in attributes, so we must learn disentangle attributes from an unsupervised way. Previous work using adversarial methods has struggled produce high-quality outputs. In this paper, propose simpler motivated by observation are often marked distinctive phrases ""too strongest method extracts words deleting associated sentence's original value, retrieves new target attribute, and uses neural model fluently combine these into final output. On human evaluation, our best generates grammatical appropriate responses on 22% more inputs than previous system, averaged over three transfer datasets: altering sentiment reviews Yelp, Amazon, image captions be romantic humorous."
https://openalex.org/W2950339735,https://doi.org/10.18653/v1/p19-1470,COMET: Commonsense Transformers for Automatic Knowledge Graph Construction,2019,"We present the first comprehensive study on automatic knowledge base construction for two prevalent commonsense graphs: ATOMIC (Sap et al., 2019) and ConceptNet (Speer 2017). Contrary to many conventional KBs that store with canonical templates, only loosely structured open-text descriptions of knowledge. posit an important step toward completion is development generative models knowledge, propose COMmonsEnse Transformers (COMET) learn generate rich diverse in natural language. Despite challenges modeling, our investigation reveals promising results when implicit from deep pre-trained language transferred explicit graphs. Empirical demonstrate COMET able novel humans rate as high quality, up 77.5% (ATOMIC) 91.7% (ConceptNet) precision at top 1, which approaches human performance these resources. Our findings suggest using KB could soon be a plausible alternative extractive methods."
https://openalex.org/W2531207078,https://doi.org/10.1162/tacl_a_00067,Fully Character-Level Neural Machine Translation without Explicit Segmentation,2017,"Most existing machine translation systems operate at the level of words, relying on explicit segmentation to extract tokens. We introduce a neural (NMT) model that maps source character sequence target without any segmentation. employ character-level convolutional network with max-pooling encoder reduce length representation, allowing be trained speed comparable subword-level models while capturing local regularities. Our character-to-character outperforms recently proposed baseline WMT’15 DE-EN and CS-EN, gives performance FI-EN RU-EN. then demonstrate it is possible share single across multiple languages by training many-to-one task. In this multilingual setting, significantly all language pairs. observe RU-EN, quality even surpasses specifically pair alone, both in terms BLEU score human judgment."
https://openalex.org/W2970986510,https://doi.org/10.18653/v1/d19-1005,Knowledge Enhanced Contextual Word Representations,2019,"Contextual word representations, typically trained on unstructured, unlabeled text, do not contain any explicit grounding to real world entities and are often unable remember facts about those entities. We propose a general method embed multiple knowledge bases (KBs) into large scale models, thereby enhance their representations with structured, human-curated knowledge. For each KB, we first use an integrated entity linker retrieve relevant embeddings, then update contextual via form of word-to-entity attention. In contrast previous approaches, the linkers self-supervised language modeling objective jointly end-to-end in multitask setting that combines small amount linking supervision raw text. After integrating WordNet subset Wikipedia BERT, enhanced BERT (KnowBert) demonstrates improved perplexity, ability recall as measured probing task downstream performance relationship extraction, typing, sense disambiguation. KnowBert’s runtime is comparable BERT’s it scales KBs."
https://openalex.org/W2294774419,https://doi.org/10.3115/v1/n15-1104,Normalized Word Embedding and Orthogonal Transform for Bilingual Word Translation,2015,"Word embedding has been found to be highly powerful translate words from one language another by a simple linear transform. However, we some inconsistence among the objective functions of and transform learning, as well distance measurement. This paper proposes solution which normalizes word vectors on hypersphere constrains an orthogonal The experimental results confirmed that proposed can offer better performance similarity task English-toSpanish translation task."
https://openalex.org/W2752234108,https://doi.org/10.1073/pnas.1702247114,Self-report captures 27 distinct categories of emotion bridged by continuous gradients,2017,"Significance Claims about how reported emotional experiences are geometrically organized within a semantic space have shaped the study of emotion. Using statistical methods to analyze reports states elicited by 2,185 emotionally evocative short videos with richly varying situational content, we uncovered 27 varieties experience. Reported experience is better captured categories such as “amusement” than ratings widely measured affective dimensions valence and arousal. Although found organize dimensional appraisals in coherent powerful fashion, many linked smooth gradients, contrary discrete theories. Our results comprise an approximation geometric structure"
https://openalex.org/W2963526187,https://doi.org/10.18653/v1/n18-2003,Gender Bias in Coreference Resolution: Evaluation and Debiasing Methods,2018,"We introduce a new benchmark, WinoBias, for coreference resolution focused on gender bias. Our corpus contains Winograd-schema style sentences with entities corresponding to people referred by their occupation (e.g. the nurse, doctor, carpenter). demonstrate that rule-based, feature-rich, and neural system all link gendered pronouns pro-stereotypical higher accuracy than anti-stereotypical entities, an average difference of 21.1 in F1 score. Finally, we data-augmentation approach that, combination existing word-embedding debiasing techniques, removes bias demonstrated these systems WinoBias without significantly affecting performance benchmark datasets. dataset code are available at http://winobias.org."
https://openalex.org/W2739046565,https://doi.org/10.18653/v1/d17-1239,Challenges in Data-to-Document Generation,2017,"Recent neural models have shown significant progress on the problem of generating short descriptive texts conditioned a small number database records. In this work, we suggest slightly more difficult data-to-text generation task, and investigate how effective current approaches are task. particular, introduce new, large-scale corpus data records paired with documents, propose series extractive evaluation methods for analyzing performance, obtain baseline results using methods. Experiments show that these produce fluent text, but fail to convincingly approximate human-generated documents. Moreover, even templated baselines exceed performance some metrics, though copy- reconstruction-based extensions lead noticeable improvements."
https://openalex.org/W2949678053,https://doi.org/10.18653/v1/p19-1163,The Risk of Racial Bias in Hate Speech Detection,2019,"We investigate how annotators’ insensitivity to differences in dialect can lead racial bias automatic hate speech detection models, potentially amplifying harm against minority populations. first uncover unexpected correlations between surface markers of African American English (AAE) and ratings toxicity several widely-used datasets. Then, we show that models trained on these corpora acquire propagate biases, such AAE tweets by self-identified Americans are up two times more likely be labelled as offensive compared others. Finally, propose *dialect* *race priming* ways reduce the annotation, showing when annotators made explicitly aware an tweet’s they significantly less label tweet offensive."
https://openalex.org/W3098232790,https://doi.org/10.1007/978-3-319-46448-0_49,Grounding of Textual Phrases in Images by Reconstruction,2016,"Grounding (i.e. localizing) arbitrary, free-form textual phrases in visual content is a challenging problem with many applications for human-computer interaction and image-text reference resolution. Few datasets provide the ground truth spatial localization of phrases, thus it desirable to learn from data no or little grounding supervision. We propose novel approach which learns by reconstructing given phrase using an attention mechanism, can be either latent optimized directly. During training our encodes recurrent network language model then attend relevant image region order reconstruct input phrase. At test time, correct attention, i.e., grounding, evaluated. If supervision available directly applied via loss over mechanism. demonstrate effectiveness on Flickr 30k Entities ReferItGame different levels supervision, ranging partial full Our supervised variant improves large margin state-of-the-art both datasets."
https://openalex.org/W2963649796,https://doi.org/10.1109/iccv.2017.142,"Scene Graph Generation from Objects, Phrases and Region Captions",2017,"Object detection, scene graph generation and region captioning, which are three understanding tasks at different semantic levels, tied together: graphs generated on top of objects detected in an image with their pairwise relationship predicted, while captioning gives a language description the objects, attributes, relations other context information. In this work, to leverage mutual connections across we propose novel neural network model, termed as Multi-level Scene Description Network (denoted MSDN), solve vision jointly end-to-end manner. Object, phrase, caption regions first aligned dynamic based spatial connections. Then feature refining structure is used pass messages levels through graph. We benchmark learned model tasks, show joint learning our proposed method can bring improvements over previous models. Particularly, task, outperforms stateof- art more than 3% margin. Code has been made publicly available."
https://openalex.org/W1981208470,https://doi.org/10.1186/s12859-015-0564-6,An overview of the BIOASQ large-scale biomedical semantic indexing and question answering competition,2015,"This article provides an overview of the first BIOASQ challenge, a competition on large-scale biomedical semantic indexing and question answering (QA), which took place between March September 2013. assesses ability systems to semantically index very large numbers scientific articles, return concise user-understandable answers given natural language questions by combining information from articles ontologies.The 2013 comprised two tasks, Task 1a 1b. In participants were asked automatically annotate new PUBMED documents with MESH headings. Twelve teams participated in 1a, total 46 system runs submitted, one performing consistently better than MTI indexer used NLM suggest headings curators. 1b benchmark datasets containing 29 development 282 test English questions, along gold standard (reference) answers, prepared team experts around Europe had produce answers. Three 1b, 11 runs. The infrastructure, including datasets, evaluation mechanisms, results baseline methods, is publicly available.A available infrastructure for QA has been developed, includes can be evaluate that: assign published or questions; retrieve relevant RDF triples ontologies, snippets Central; ""exact"" paragraph-sized ""ideal"" (summaries). that are promising. performed NLM's indexer. received high scores manual answers; hence, they produced quality summaries as Overall, helped obtain unified view how techniques text classification, indexing, document passage retrieval, answering, summarization combined allow concise, reflecting their real needs."
https://openalex.org/W2906152891,https://doi.org/10.1162/tacl_a_00254,Analysis Methods in Neural Language Processing: A Survey,2019,"Abstract The field of natural language processing has seen impressive progress in recent years, with neural network models replacing many the traditional systems. A plethora new have been proposed, which are thought to be opaque compared their feature-rich counterparts. This led researchers analyze, interpret, and evaluate networks novel more fine-grained ways. In this survey paper, we review analysis methods processing, categorize them according prominent research trends, highlight existing limitations, point potential directions for future work."
https://openalex.org/W2962972512,https://doi.org/10.18653/v1/n18-1158,Ranking Sentences for Extractive Summarization with Reinforcement Learning,2018,Single document summarization is the task of producing a shorter version while preserving its principal information content. In this paper we conceptualize extractive as sentence ranking and propose novel training algorithm which globally optimizes ROUGE evaluation metric through reinforcement learning objective. We use our to train neural model on CNN DailyMail datasets demonstrate experimentally that it outperforms state-of-the-art abstractive systems when evaluated automatically by humans.
https://openalex.org/W2251394420,https://doi.org/10.18653/v1/d15-1303,Deep Convolutional Neural Network Textual Features and Multiple Kernel Learning for Utterance-level Multimodal Sentiment Analysis,2015,"We present a novel way of extracting features from short texts, based on the activation values an inner layer deep convolutional neural network. use extracted in multimodal sentiment analysis video clips representing one sentence each. combined feature vectors textual, visual, and audio modalities to train classifier multiple kernel learning, which is known be good at heterogeneous data. obtain 14% performance improvement over state art parallelizable decision-level data fusion method, much faster, though slightly less accurate."
https://openalex.org/W2750747353,https://doi.org/10.18653/v1/s17-2126,DataStories at SemEval-2017 Task 4: Deep LSTM with Attention for Message-level and Topic-based Sentiment Analysis,2017,"In this paper we present two deep-learning systems that competed at SemEval-2017 Task 4 “Sentiment Analysis in Twitter”. We participated all subtasks for English tweets, involving message-level and topic-based sentiment polarity classification quantification. use Long Short-Term Memory (LSTM) networks augmented with kinds of attention mechanisms, on top word embeddings pre-trained a big collection Twitter messages. Also, text processing tool suitable social network messages, which performs tokenization, normalization, segmentation spell correction. Moreover, our approach uses no hand-crafted features or lexicons. ranked 1st (tie) Subtask A, achieved very competitive results the rest Subtasks. Both are available to research community."
https://openalex.org/W2967615747,https://doi.org/10.1109/cvpr.2019.00959,Character Region Awareness for Text Detection,2019,"Scene text detection methods based on neural networks have emerged recently and shown promising results. Previous trained with rigid word-level bounding boxes exhibit limitations in representing the region an arbitrary shape. In this paper, we propose a new scene method to effectively detect area by exploring each character affinity between characters. To overcome lack of individual level annotations, our proposed framework exploits both given character-level annotations for synthetic images estimated ground-truths real acquired learned interim model. order estimate characters, network is newly representation affinity. Extensive experiments six benchmarks, including TotalText CTW-1500 datasets which contain highly curved texts natural images, demonstrate that significantly outperforms state-of-the-art detectors. According results, guarantees high flexibility detecting complicated such as arbitrarily-oriented, curved, or deformed texts."
https://openalex.org/W2982756474,https://doi.org/10.18653/v1/d19-1221,Universal Adversarial Triggers for Attacking and Analyzing NLP,2019,"Adversarial examples highlight model vulnerabilities and are useful for evaluation interpretation. We define universal adversarial triggers: input-agnostic sequences of tokens that trigger a to produce specific prediction when concatenated any input from dataset. propose gradient-guided search over which finds short (e.g., one word classification four words language modeling) successfully the target prediction. For example, triggers cause SNLI entailment accuracy drop 89.94% 0.55%, 72% “why” questions in SQuAD be answered “to kill american people”, GPT-2 spew racist output even conditioned on non-racial contexts. Furthermore, although optimized using white-box access model, they transfer other models all tasks we consider. Finally, since input-agnostic, provide an analysis global behavior. instance, confirm exploit dataset biases help diagnose heuristics learned by reading comprehension models."
https://openalex.org/W2462305634,https://doi.org/10.18653/v1/s16-1081,"SemEval-2016 Task 1: Semantic Textual Similarity, Monolingual and Cross-Lingual Evaluation",2016,"Comunicacio presentada al 10th International Workshop on Semantic Evaluation (SemEval-2016), celebrat els dies 16 i 17 de juny 2016 a San Diego, California."
https://openalex.org/W2963020213,https://doi.org/10.1162/tacl_a_00049,Cross-Sentence <i>N</i>-ary Relation Extraction with Graph LSTMs,2017,"Past work in relation extraction has focused on binary relations single sentences. Recent NLP inroads high-value domains have sparked interest the more general setting of extracting n-ary that span multiple In this paper, we explore a framework based graph long short-term memory networks (graph LSTMs) can be easily extended to cross-sentence extraction. The formulation provides unified way exploring different LSTM approaches and incorporating various intra-sentential inter-sentential dependencies, such as sequential, syntactic, discourse relations. A robust contextual representation is learned for entities, which serves input classifier. This simplifies handling with arbitrary arity, enables multi-task learning related We evaluate two important precision medicine settings, demonstrating its effectiveness both conventional supervised distant supervision. Cross-sentence produced larger knowledge bases. significantly improved accuracy. thorough analysis yielded useful insight impact linguistic"
https://openalex.org/W2964008635,https://doi.org/10.1609/aaai.v32i1.11330,Style Transfer in Text: Exploration and Evaluation,2018,"The ability to transfer styles of texts or images, is an important measurement the advancement artificial intelligence (AI). However, progress in language style lagged behind other domains, such as computer vision, mainly because lack parallel data and reliable evaluation metrics. In response challenge lacking data, we explore learning from non-parallel data. We propose two models achieve this goal. key idea proposed learn separate content representations using adversarial networks. Considering problem principle metrics, novel metrics that measure aspects transfer: strength preservation. benchmark our on tasks: paper-news title transfer, positive-negative review transfer. Results show preservation metric highly correlate human judgments, are able generate sentences with similar score but higher comparing auto-encoder."
https://openalex.org/W2964018924,https://doi.org/10.1109/cvpr.2016.29,What Value Do Explicit High Level Concepts Have in Vision to Language Problems?,2016,"Much recent progress in Vision-to-Language (V2L) problems has been achieved through a combination of Convolutional Neural Networks (CNNs) and Recurrent (RNNs). This approach does not explicitly represent high-level semantic concepts, but rather seeks to directly from image features text. In this paper we investigate whether direct succeeds due to, or despite, the fact that it avoids explicit representation information. We propose method incorporating concepts into successful CNN-RNN approach, show achieves significant improvement on state-of-the-art both captioning visual question answering. also same mechanism can be used introduce external information doing so further improves performance. achieve best reported results VQA several benchmark datasets, provide an analysis value V2L problems."
https://openalex.org/W3104723404,https://doi.org/10.1613/jair.1.11640,A Survey of Cross-lingual Word Embedding Models,2019,"Cross-lingual representations of words enable us to reason about word meaning in multilingual contexts and are a key facilitator cross-lingual transfer when developing natural language processing models for low-resource languages. In this survey, we provide comprehensive typology embedding models. We compare their data requirements objective functions. The recurring theme the survey is that many presented literature optimize same objectives, seemingly different often equivalent, modulo optimization strategies, hyper-parameters, such. also discuss ways embeddings evaluated, as well future challenges research horizons."
https://openalex.org/W2805744755,https://doi.org/10.18653/v1/s18-1001,SemEval-2018 Task 1: Affect in Tweets,2018,"We present the SemEval-2018 Task 1: Affect in Tweets, which includes an array of subtasks on inferring affectual state a person from their tweet. For each task, we created labeled data English, Arabic, and Spanish tweets. The individual tasks are: 1. emotion intensity regression, 2. ordinal classification, 3. valence (sentiment) 4. 5. classification. Seventy-five teams (about 200 team members) participated shared task. summarize methods, resources, tools used by participating teams, with focus techniques resources that are particularly useful. also analyze systems for consistent bias towards particular race or gender. is made freely available to further improve our understanding how people convey emotions through language."
https://openalex.org/W3019166713,https://doi.org/10.1109/tnnls.2020.2979670,A Survey of the Usages of Deep Learning for Natural Language Processing,2021,"Over the last several years, field of natural language processing has been propelled forward by an explosion in use deep learning models. This article provides a brief introduction to and quick overview architectures methods. It then sifts through plethora recent studies summarizes large assortment relevant contributions. Analyzed research areas include core linguistic issues addition many applications computational linguistics. A discussion current state art is provided along with recommendations for future field."
https://openalex.org/W1915251500,,On using monolingual corpora in neural machine translation,2015,"Recent work on end-to-end neural network-based architectures for machine translation has shown promising results En-Fr and En-De translation. Arguably, one of the major factors behind this success been availability high quality parallel corpora. In work, we investigate how to leverage abundant monolingual corpora Compared a phrase-based hierarchical baseline, obtain up $1.96$ BLEU improvement low-resource language pair Turkish-English, $1.59$ focused domain task Chinese-English chat messages. While our method was initially targeted toward such tasks with less data, show that it also extends resource languages as Cs-En De-En where an $0.39$ $0.47$ scores over baselines, respectively."
https://openalex.org/W2972818416,https://doi.org/10.1109/asru46091.2019.9003750,A Comparative Study on Transformer vs RNN in Speech Applications,2019,"Sequence-to-sequence models have been widely used in end-to-end speech processing, for example, automatic recognition (ASR), translation (ST), and text-to-speech (TTS). This paper focuses on an emergent sequence-to-sequence model called Transformer, which achieves state-of-the-art performance neural machine other natural language processing applications. We undertook intensive studies we experimentally compared analyzed Transformer conventional recurrent networks (RNN) a total of 15 ASR, one multilingual ST, two TTS benchmarks. Our experiments revealed various training tips significant benefits obtained with each task including the surprising superiority 13/15 ASR benchmarks comparison RNN. are preparing to release Kaldi-style reproducible recipes using open source publicly available datasets all tasks community succeed our exciting outcomes."
https://openalex.org/W2963963993,https://doi.org/10.1162/tacl_a_00023,The NarrativeQA Reading Comprehension Challenge,2018,"Reading comprehension (RC)—in contrast to information retrieval—requires integrating and reasoning about events, entities, their relations across a full document. Question answering is conventionally used assess RC ability, in both artificial agents children learning read. However, existing datasets tasks are dominated by questions that can be solved selecting answers using superficial (e.g., local context similarity or global term frequency); they thus fail test for the essential integrative aspect of RC. To encourage progress on deeper language, we present new dataset set which reader must answer stories reading entire books movie scripts. These designed so successfully requires understanding underlying narrative rather than relying shallow pattern matching salience. We show although humans solve easily, standard models struggle presented here. provide an analysis challenges it presents."
https://openalex.org/W2964101860,https://doi.org/10.18653/v1/p17-1163,Neural Belief Tracker: Data-Driven Dialogue State Tracking,2017,"One of the core components modern spoken dialogue systems is belief tracker, which estimates user’s goal at every step dialogue. However, most current approaches have difficulty scaling to larger, more complex domains. This due their dependency on either: a) Spoken Language Understanding models that require large amounts annotated training data; or b) hand-crafted lexicons for capturing some linguistic variation in users’ language. We propose a novel Neural Belief Tracking (NBT) framework overcomes these problems by building recent advances representation learning. NBT reason over pre-trained word vectors, learning compose them into distributed representations user utterances and context. Our evaluation two datasets shows this approach surpasses past limitations, matching performance state-of-the-art rely semantic outperforming when such are not provided."
https://openalex.org/W2970454332,https://doi.org/10.18653/v1/d19-1441,Patient Knowledge Distillation for BERT Model Compression,2019,"Pre-trained language models such as BERT have proven to be highly effective for natural processing (NLP) tasks. However, the high demand computing resources in training hinders their application practice. In order alleviate this resource hunger large-scale model training, we propose a Patient Knowledge Distillation approach compress an original large (teacher) into equally-effective lightweight shallow network (student). Different from previous knowledge distillation methods, which only use output last layer of teacher distillation, our student patiently learns multiple intermediate layers incremental extraction, following two strategies: (i) PKD-Last: learning k layers; and (ii) PKD-Skip: every layers. These patient schemes enable exploitation rich information teacher’s hidden layers, encourage learn imitate through multi-layer process. Empirically, translates improved results on NLP tasks with significant gain efficiency, without sacrificing accuracy."
https://openalex.org/W2558809543,https://doi.org/10.1109/cvpr.2017.475,GuessWhat?! Visual Object Discovery through Multi-modal Dialogue,2017,"We introduce GuessWhat?!, a two-player guessing game as testbed for research on the interplay of computer vision and dialogue systems. The goal is to locate an unknown object in rich image scene by asking sequence questions. Higher-level understanding, like spatial reasoning language grounding, required solve proposed task. Our key contribution collection large-scale dataset consisting 150K human-played games with total 800K visual question-answer pairs 66K images. explain our design decisions collecting oracle questioner tasks that are associated two players game. prototyped deep learning models establish initial baselines introduced tasks."
https://openalex.org/W3090449556,https://doi.org/10.1007/978-3-030-58577-8_7,UNITER: UNiversal Image-TExt Representation Learning,2020,"Joint image-text embedding is the bedrock for most Vision-and-Language (V+L) tasks, where multimodality inputs are simultaneously processed joint visual and textual understanding. In this paper, we introduce UNITER, a UNiversal Image-TExt Representation, learned through large-scale pre-training over four datasets (COCO, Visual Genome, Conceptual Captions, SBU Captions), which can power heterogeneous downstream V+L tasks with multimodal embeddings. We design tasks: Masked Language Modeling (MLM), Region (MRM, three variants), Image-Text Matching (ITM), Word-Region Alignment (WRA). Different from previous work that applies random masking to both modalities, use conditional on (i.e., masked language/region modeling conditioned full observation of image/text). addition ITM global alignment, also propose WRA via Optimal Transport (OT) explicitly encourage fine-grained alignment between words image regions during pre-training. Comprehensive analysis shows OT-based contribute better conduct thorough ablation study find an optimal combination tasks. Extensive experiments show UNITER achieves new state art across six (over nine datasets), including Question Answering, Retrieval, Referring Expression Comprehension, Commonsense Reasoning, Entailment, NLVR\(^2\) (Code available at https://github.com/ChenRocks/UNITER.)."
https://openalex.org/W2607855566,https://doi.org/10.1109/cvpr.2017.352,Detecting Visual Relationships with Deep Relational Networks,2017,"Relationships among objects play a crucial role in image understanding. Despite the great success of deep learning techniques recognizing individual objects, reasoning about relationships remains challenging task. Previous methods often treat this as classification problem, considering each type relationship (e.g. ""ride"") or distinct visual phrase ""person-ride-horse"") category. Such approaches are faced with significant difficulties caused by high diversity appearance for kind large number phrases. We propose an integrated framework to tackle problem. At heart is Deep Relational Network, novel formulation designed specifically exploiting statistical dependencies between and their relationships. On two datasets, proposed method achieves substantial improvement over state-of-the-art."
https://openalex.org/W2963084773,https://doi.org/10.18653/v1/p18-1249,Constituency Parsing with a Self-Attentive Encoder,2018,"We demonstrate that replacing an LSTM encoder with a self-attentive architecture can lead to improvements state-of-the-art discriminative constituency parser. The use of attention makes explicit the manner in which information is propagated between different locations sentence, we both analyze our model and propose potential improvements. For example, find separating positional content improved parsing accuracy. Additionally, evaluate approaches for lexical representation. Our parser achieves new results single models trained on Penn Treebank: 93.55 F1 without any external data, 95.13 when using pre-trained word representations. also outperforms previous best-published accuracy figures 8 9 languages SPMRL dataset."
https://openalex.org/W2558834163,https://doi.org/10.1109/cvpr.2017.127,Semantic Compositional Networks for Visual Captioning,2017,"A Semantic Compositional Network (SCN) is developed for image captioning, in which semantic concepts (i.e., tags) are detected from the image, and probability of each tag used to compose parameters a long short-term memory (LSTM) network. The SCN extends weight matrix LSTM an ensemble tag-dependent matrices. degree member generate caption tied image-dependent corresponding tag. In addition captioning images, we also extend captions video clips. We qualitatively analyze composition SCNs, quantitatively evaluate algorithm on three benchmark datasets: COCO, Flickr30k, Youtube2Text. Experimental results show that proposed method significantly outperforms prior state-of-the-art approaches, across multiple evaluation metrics."
https://openalex.org/W2251427843,https://doi.org/10.18653/v1/d15-1181,Multi-Perspective Sentence Similarity Modeling with Convolutional Neural Networks,2015,"Modeling sentence similarity is complicated by the ambiguity and variability of linguistic expression. To cope with these challenges, we propose a model for comparing sentences that uses multiplicity perspectives. We first each using convolutional neural network extracts features at multiple levels granularity types pooling. then compare our representations several granularities metrics. apply to three tasks, including Microsoft Research paraphrase identification task two SemEval semantic textual tasks. obtain strong performance on all rivaling or exceeding state art without external resources such as WordNet parsers."
https://openalex.org/W2884276923,https://doi.org/10.1145/3196321.3196334,Deep code comment generation,2018,"During software maintenance, code comments help developers comprehend programs and reduce additional time spent on reading navigating source code. Unfortunately, these are often mismatched, missing or outdated in the projects. Developers have to infer functionality from This paper proposes a new approach named DeepCom automatically generate for Java methods. The generated aim understand of applies Natural Language Processing (NLP) techniques learn large corpus generates learned features. We use deep neural network that analyzes structural information methods better generation. conduct experiments large-scale built 9,714 open projects GitHub. evaluate experimental results machine translation metric. Experimental demonstrate our method outperforms state-of-the-art by substantial margin."
https://openalex.org/W2962718483,https://doi.org/10.18653/v1/p18-1078,Simple and Effective Multi-Paragraph Reading Comprehension,2018,"We introduce a method of adapting neural paragraph-level question answering models to the case where entire documents are given as input. Most current cannot scale document or multi-document input, and naively applying these each paragraph independently often results in them being distracted by irrelevant text. show that it is possible significantly improve performance using modified training scheme teaches model ignore non-answer containing paragraphs. Our involves sampling multiple paragraphs from document, an objective function requires produce globally correct output. additionally identify upon number other design decisions arise when working with document-level data. Experiments on TriviaQA SQuAD shows our advances state art, including 10 point gain TriviaQA."
